year,country,life_expectancy,gdp_per_capita,population,number_of_child_deaths,income_per_person,continent
1985,Bolivia,58.67,1343.77586,6211550,33510,3676,Americas
1985,Bosnia & Herzegovina,NA,NA,NA,NA,NA,NA
1985,Botswana,63.88,2563.03352,1189114,2627,5846,Africa
1985,Brazil,66.99,7861.00899,135676281,299300,10508,Americas
1985,Brunei,72.25,42589.6833,224512,92,95126,Asia
1985,Bulgaria,71.34,3758.34003,8975291,2703,10350,Europe
1985,Burkina Faso,50.08,336.41159,7727907,76920,801,Africa
1985,Burundi,47.6,315.87285,4702066,40460,1027,Africa
1985,Cambodia,NA,NA,NA,NA,NA,NA
1985,Cameroon,57.82,1772.07232,10050023,68470,3779,Africa
1985,Canada,76.5,34345.61396,25873949,3618,29134,Americas
1985,Cape Verde,65.66,844.22653,315069,1017,1507,Africa
1985,Central African Republic,49.98,523.40509,2634232,18860,987,Africa
1985,Chad,52.4,556.7753,5091535,54640,1201,Africa
1985,Chile,72.15,4726.90567,12181028,6015,7046,Americas
1985,China,66.08,538.69083,1070863389,1301000,1566,Asia
1985,Colombia,68,3751.14975,31011688,37830,6440,Americas
1985,Comoros,56.6,932.89671,355337,2317,1723,Africa
1985,Congo - Brazzaville,54.98,3162.20222,2127770,7636,6031,Africa
1985,Congo - Kinshasa,54.19,816.0797,29883446,265900,1510,Africa
1985,Costa Rica,75.93,4346.52578,2730233,1670,7069,Americas
1985,Côte d’Ivoire,56.47,1639.95874,10222558,66390,3308,Africa
1985,Croatia,NA,NA,NA,NA,NA,NA
1985,Cuba,74.54,4480.27001,10082989,3440,14627,Americas
1985,Cyprus,74.04,16199.88765,703687,191,17773,Asia
1985,Czechia,NA,NA,NA,NA,NA,NA
1985,Denmark,74.71,41720.65741,5114243,493,31493,Europe
1985,Djibouti,NA,NA,NA,NA,NA,NA
1985,Dominica,73.21,3347.81114,73643,26,4925,Americas
1985,Dominican Republic,69.97,2584.29673,6488856,14960,4847,Americas
1985,Ecuador,69.88,3672.84767,9045979,20770,7813,Americas
1985,Egypt,61.1,1450.99547,50204985,215900,5443,Africa
1985,El Salvador,64.62,2080.05394,4923860,12840,4548,Americas
1985,Equatorial Guinea,49.4,594.51197,358896,2726,1185,Africa
1985,Eritrea,NA,NA,NA,NA,NA,NA
1985,Estonia,NA,NA,NA,NA,NA,NA
1985,Eswatini,60.11,1773.57916,705085,2811,5453,Africa
1985,Ethiopia,45.88,190.14025,40800343,421000,597,Africa
1985,Fiji,65.57,2594.70524,711661,780,5360,Oceania
1985,Finland,74.49,28789.48671,4911220,455,24875,Europe
1985,France,75.84,28391.82943,55397482,8561,25960,Europe
1985,Gabon,59.2,12042.60242,830085,3026,23306,Africa
1985,Gambia,60.37,528.16139,732096,6870,1323,Africa
1985,Georgia,69.74,4675.78666,5211441,5027,10565,Asia
1985,Germany,74.23,28108.89301,77717431,9351,29685,Europe
1985,Ghana,57.92,749.28743,12716228,78180,1740,Africa
1985,Greece,76.22,18707.56898,9974739,2340,19003,Europe
1985,Grenada,70.05,3538.39645,99906,89,5092,Americas
1985,Guatemala,62.03,2090.34077,8240060,33650,5145,Americas
1985,Guinea,NA,NA,NA,NA,NA,NA
1985,Guinea-Bissau,47.58,575.27256,899509,9975,1685,Africa
1985,Guyana,64.27,1609.24269,770435,1536,3087,Americas
1985,Haiti,NA,NA,NA,NA,NA,NA
1985,Honduras,65.48,1531.54411,4281189,12530,3230,Americas
1985,Hong Kong SAR China,76.82,13148.67802,5337622,842,19539,Asia
1985,Hungary,NA,NA,NA,NA,NA,NA
1985,Iceland,NA,NA,NA,NA,NA,NA
1985,India,56.81,446.99977,781666671,3828000,1445,Asia
1985,Indonesia,61.77,1386.4828,165012196,515400,3545,Asia
1985,Iran,68.29,4773.45427,47342702,157500,11758,Asia
1985,Iraq,60.23,2616.41807,15576395,35750,10985,Asia
1985,Ireland,73.85,18715.15655,3564959,718,17350,Europe
1985,Israel,74.5,18770.86698,4082787,1320,17718,Asia
1985,Italy,75.63,26504.73426,57012352,7253,25954,Europe
1985,Jamaica,72.69,3466.48121,2338638,2377,5891,Americas
1985,Japan,77.68,30646.87862,121894038,11360,24220,Asia
1985,Jordan,69.3,3176.87928,2895985,4759,7958,Asia
1985,Kazakhstan,NA,NA,NA,NA,NA,NA
1985,Kenya,62.61,842.05544,19651225,85500,2158,Africa
1985,Kiribati,57.96,2030.81035,64003,253,2029,Oceania
1985,Kuwait,NA,NA,NA,NA,NA,NA
1985,Kyrgyzstan,NA,NA,NA,NA,NA,NA
1985,Laos,50.7,432.16218,3687898,27310,1608,Asia
1985,Latvia,NA,NA,NA,NA,NA,NA
1985,Lebanon,NA,NA,NA,NA,NA,NA
1985,Lesotho,59.73,578.14048,1472192,5260,1176,Africa
1985,Liberia,52.33,1144.17104,2192555,23440,1610,Africa
1985,Libya,NA,NA,NA,NA,NA,NA
1985,Lithuania,NA,NA,NA,NA,NA,NA
1985,Luxembourg,73.82,47869.48337,366884,48,41084,Europe
1985,Macao SAR China,74.42,17515.97976,283581,132,32580,Asia
1985,Madagascar,54.17,495.65545,10063495,71750,1684,Africa
1985,Malawi,50.07,386.05806,7211105,86180,829,Africa
1985,Malaysia,70.54,3767.50405,15598942,10470,8493,Asia
1985,Maldives,NA,NA,NA,NA,NA,NA
1985,Mali,47.26,465.02965,7831889,102600,1147,Africa
1985,Malta,73.59,9389.62825,349196,71,12567,Europe
1985,Marshall Islands,64.69,2189.83178,38333,111,2123,Oceania
1985,Mauritania,58.62,1035.63975,1769942,9709,2716,Africa
1985,Mauritius,67.69,2692.08034,1015762,613,5325,Africa
1985,Mexico,69.07,7614.33243,77360707,139900,12661,Americas
1985,Micronesia (Federated States of),NA,NA,NA,NA,NA,NA
1985,Moldova,NA,NA,NA,NA,NA,NA
1985,Mongolia,60.87,1668.49739,1921881,9430,3188,Asia
1985,Montenegro,NA,NA,NA,NA,NA,NA
1985,Morocco,64.62,1466.72404,22537376,80560,3575,Africa
1985,Mozambique,45.11,135.26419,12984405,149900,315,Africa
1985,Myanmar (Burma),57.31,239.77968,37222296,154900,979,Asia
1985,Namibia,60.87,3802.98221,1148302,3789,6072,Africa
1985,Nepal,54.88,320.32348,16723956,113800,1069,Asia
1985,Netherlands,76.37,31050.65216,14513949,1792,27192,Europe
1985,New Zealand,74.12,25103.94523,3268236,744,23878,Oceania
1985,Nicaragua,65.3,1504.78478,3709091,12320,4085,Americas
1985,Niger,44.68,390.88884,6915927,116500,967,Africa
1985,Nigeria,55.65,1489.42397,83613300,759800,3269,Africa
1985,North Macedonia,NA,NA,NA,NA,NA,NA
1985,Norway,76.15,56604.38225,4153105,550,39629,Europe
1985,Oman,67.64,15472.95366,1498417,4391,34935,Asia
1985,Pakistan,61.75,653.57982,92219488,553000,2680,Asia
1985,Palestinian Territories,NA,NA,NA,NA,NA,NA
1985,Panama,74.49,4676.03985,2219276,2274,9236,Americas
1985,Papua New Guinea,55.51,1600.73375,3794720,12950,1663,Oceania
1985,Paraguay,73.24,2301.80056,3671826,7174,5789,Americas
1985,Peru,65.97,3303.48772,19544956,63800,6469,Americas
1985,Philippines,65.61,1380.6819,54323648,136100,3559,Asia
1985,Poland,NA,NA,NA,NA,NA,NA
1985,Portugal,73.19,12613.78958,9985575,2783,15451,Europe
1985,Puerto Rico,74.03,15221.40689,3369679,1178,20081,Americas
1985,Qatar,NA,NA,NA,NA,NA,NA
1985,Romania,NA,NA,NA,NA,NA,NA
1985,Russia,NA,NA,NA,NA,NA,NA
1985,Rwanda,52.36,396.0024,6120107,48100,972,Africa
1985,Samoa,68.22,2293.28843,160031,184,3636,Oceania
1985,São Tomé & Príncipe,NA,NA,NA,NA,NA,NA
1985,Saudi Arabia,72.02,15734.73737,13189115,36360,42769,Asia
1985,Senegal,55.51,878.54741,6484738,48160,1810,Africa
1985,Serbia,NA,NA,NA,NA,NA,NA
1985,Seychelles,69.85,6148.43451,69836,37,11467,Africa
1985,Sierra Leone,49.24,449.58246,3799550,42200,1336,Africa
1985,Singapore,73.21,16336.51513,2705535,515,25261,Asia
1985,Slovakia,NA,NA,NA,NA,NA,NA
1985,Slovenia,NA,NA,NA,NA,NA,NA
1985,Solomon Islands,NA,NA,NA,NA,NA,NA
1985,South Africa,61.92,6084.2528,33730148,75330,10247,Africa
1985,South Korea,69.79,5405.35428,40808569,7900,6726,Asia
1985,Spain,76.43,18215.7362,38835884,5973,19025,Europe
1985,Sri Lanka,70.35,1075.95191,16179796,11880,3281,Asia
1985,St. Lucia,70.32,4380.62934,126418,87,6432,Americas
1985,St. Vincent & Grenadines,70.36,2822.04764,104477,101,4291,Americas
1985,Sudan,50.54,707.75236,17210187,95660,1841,Africa
1985,Suriname,68.78,6792.65706,371470,626,11083,Americas
1985,Sweden,76.91,34151.67484,8357652,749,28230,Europe
1985,Switzerland,76.88,57774.34434,6456224,701,43451,Europe
1985,Tajikistan,63.76,1374.25583,4537789,22780,4068,Asia
1985,Tanzania,NA,NA,NA,NA,NA,NA
1985,Thailand,68.81,1666.28055,52041469,56690,4363,Asia
1985,Timor-Leste,NA,NA,NA,NA,NA,NA
1985,Togo,56.65,561.52055,3252994,22240,1449,Africa
1985,Tonga,66.83,2539.42544,93953,81,3623,Oceania
1985,Trinidad & Tobago,68.96,7644.68242,1170928,1161,14041,Americas
1985,Tunisia,69.85,2166.91358,7321876,16060,5304,Africa
1985,Turkey,68,5659.40092,49133883,147800,9746,Asia
1985,Turkmenistan,NA,NA,NA,NA,NA,NA
1985,Uganda,49.95,281.11122,14646624,133500,729,Africa
1985,Ukraine,NA,NA,NA,NA,NA,NA
1985,United Arab Emirates,72.45,79439.28663,1391052,876,125523,Asia
1985,United Kingdom,74.56,24479.42543,56466131,8861,22923,Europe
1985,United States,74.72,32306.83306,240824120,47270,33065,Americas
1985,Uruguay,71.64,5872.57095,3011908,1447,8478,Americas
1985,Uzbekistan,NA,NA,NA,NA,NA,NA
1985,Vanuatu,61.38,2675.27274,130027,222,2678,Oceania
1985,Venezuela,71.79,11809.66852,17508059,19000,13796,Americas
1985,Vietnam,66.53,382.01128,61049373,112300,1345,Asia
1985,Yemen,NA,NA,NA,NA,NA,NA
1985,Zambia,56.31,1113.95656,6955212,53700,2538,Africa
1985,Zimbabwe,63.09,1196.6352,8658857,29440,2449,Africa
1986,Afghanistan,NA,NA,NA,NA,NA,NA
1986,Albania,73.16,2180.37209,3041007,4005,4471,Europe
1986,Algeria,68.73,3825.90402,23241272,52370,10846,Africa
1986,Andorra,NA,NA,NA,NA,NA,NA
1986,Angola,50.23,2145.83322,10921037,111100,4286,Africa
1986,Antigua & Barbuda,72.8,8272.02436,68809,36,12064,Americas
1986,Argentina,71.6,6958.75247,30857244,20200,12280,Americas
1986,Armenia,NA,NA,NA,NA,NA,NA
1986,Aruba,NA,NA,NA,NA,NA,NA
1986,Australia,76.01,32817.89143,15986164,2903,26038,Oceania
1986,Austria,74.27,30285.93319,7625393,1104,27886,Europe
1986,Azerbaijan,NA,NA,NA,NA,NA,NA
1986,Bahamas,69.34,28745.57251,239131,182,24343,Americas
1986,Bahrain,70.36,16571.42667,433482,328,29730,Asia
1986,Bangladesh,56.23,383.81248,95742431,606800,1181,Asia
1986,Barbados,73.27,13375.83003,256736,99,12899,Americas
1986,Belarus,NA,NA,NA,NA,NA,NA
1986,Belgium,74.8,29264.78991,9928542,1371,27108,Europe
1986,Belize,71.3,2073.20486,169568,334,3776,Americas
1986,Benin,54.27,638.74904,4404506,38200,1602,Africa
1986,Bhutan,57.14,545.52569,482952,3023,1529,Asia
1986,Bolivia,59.2,1283.09064,6337893,32660,3496,Americas
1986,Bosnia & Herzegovina,NA,NA,NA,NA,NA,NA
1986,Botswana,64.31,2687.31788,1226810,2548,6090,Africa
1986,Brazil,67.39,8315.92982,138499464,282700,11093,Americas
1986,Brunei,72.63,40274.33884,230972,89,90080,Asia
1986,Bulgaria,71.53,3917.5148,8972469,2562,10604,Europe
1986,Burkina Faso,50.25,353.88802,7930694,76930,900,Africa
1986,Burundi,47.69,316.74231,4841565,40810,1048,Africa
1986,Cambodia,NA,NA,NA,NA,NA,NA
1986,Cameroon,57.92,1833.98994,10368300,67850,3931,Africa
1986,Canada,76.67,34737.27532,26208080,3524,29604,Americas
1986,Cape Verde,66.06,854.59684,320183,1001,1514,Africa
1986,Central African Republic,49.83,529.51876,2696982,19340,980,Africa
1986,Chad,52.32,518.62083,5243006,55740,1121,Africa
1986,Chile,72.98,4899.4218,12384108,6062,7327,Americas
1986,China,66.32,578.18404,1090348056,1396000,1614,Asia
1986,Colombia,70.6,3887.65431,31669776,35860,6704,Americas
1986,Comoros,57,923.23488,365760,2285,1708,Africa
1986,Congo - Brazzaville,54.96,2864.09216,2188046,7592,5463,Africa
1986,Congo - Kinshasa,54.29,832.2303,30685824,270700,1535,Africa
1986,Costa Rica,76.1,4481.82522,2800986,1603,7252,Americas
1986,Côte d’Ivoire,56.44,1629.99567,10620267,67870,3291,Africa
1986,Croatia,NA,NA,NA,NA,NA,NA
1986,Cuba,74.6,4447.00818,10168087,3396,14522,Americas
1986,Cyprus,74.37,16608.35265,712341,177,18254,Asia
1986,Czechia,NA,NA,NA,NA,NA,NA
1986,Denmark,74.85,43708.25469,5114657,506,32666,Europe
1986,Djibouti,NA,NA,NA,NA,NA,NA
1986,Dominica,72.99,3615.09773,73025,24,5318,Americas
1986,Dominican Republic,69.98,2619.7279,6626542,14520,4894,Americas
1986,Ecuador,70.24,3707.10753,9272906,20030,7819,Americas
1986,Egypt,61.86,1448.91489,51607703,204300,5559,Africa
1986,El Salvador,64.57,2056.80683,4988943,11930,4504,Americas
1986,Equatorial Guinea,49.29,554.20747,376024,2956,1102,Africa
1986,Eritrea,NA,NA,NA,NA,NA,NA
1986,Estonia,NA,NA,NA,NA,NA,NA
1986,Eswatini,60.56,1912.02955,734243,2750,5459,Africa
1986,Ethiopia,46.44,201.97453,42120730,426200,634,Africa
1986,Fiji,65.55,2768.99594,718548,744,5727,Oceania
1986,Finland,74.64,29478.42779,4930341,444,25388,Europe
1986,France,76.08,28887.97934,55704494,8329,26497,Europe
1986,Gabon,59.95,11624.54754,853027,3043,18333,Africa
1986,Gambia,60.62,525.03177,766589,6854,1347,Africa
1986,Georgia,69.83,4255.56226,5266826,4986,9620,Asia
1986,Germany,74.45,28738.68261,77837500,8890,30341,Europe
1986,Ghana,58.1,764.90118,13104296,77380,1778,Africa
1986,Greece,76.34,18742.31606,10023374,2088,19304,Europe
1986,Grenada,70.17,3783.98217,100143,90,5578,Americas
1986,Guatemala,62.86,2044.07897,8438604,32340,5001,Americas
1986,Guinea,50.39,563.52715,5229797,59690,1074,Africa
1986,Guinea-Bissau,47.83,557.01009,921626,10890,1632,Africa
1986,Guyana,64.34,1607.21644,764459,1473,3081,Americas
1986,Haiti,NA,NA,NA,NA,NA,NA
1986,Honduras,65.77,1497.50065,4410158,12100,3139,Americas
1986,Hong Kong SAR China,77.16,14421.62642,5424517,780,21390,Asia
1986,Hungary,NA,NA,NA,NA,NA,NA
1986,Iceland,NA,NA,NA,NA,NA,NA
1986,India,57.27,458.08667,799181436,3761000,1476,Asia
1986,Indonesia,62.19,1438.39058,168402025,493400,3705,Asia
1986,Iran,68.14,4119.69823,49256842,150400,10306,Asia
1986,Iraq,60.42,2676.17055,15936375,35370,11345,Asia
1986,Ireland,74.07,18626.52836,3571346,670,17287,Europe
1986,Israel,74.63,19257.14037,4148946,1270,18295,Asia
1986,Italy,75.94,27261.27663,57061781,6765,26562,Europe
1986,Jamaica,72.92,3497.22372,2361720,2296,5961,Americas
1986,Japan,78.01,31473.99843,122519652,10610,24808,Asia
1986,Jordan,69.75,3269.52178,3011300,4631,8355,Asia
1986,Kazakhstan,NA,NA,NA,NA,NA,NA
1986,Kenya,62.64,870.28052,20378626,87390,2230,Africa
1986,Kiribati,57.91,1967.45562,65518,252,2008,Oceania
1986,Kuwait,NA,NA,NA,NA,NA,NA
1986,Kyrgyzstan,66.09,931.458,4075187,10090,3499,Asia
1986,Laos,51.07,440.59275,3794043,27630,1609,Asia
1986,Latvia,NA,NA,NA,NA,NA,NA
1986,Lebanon,NA,NA,NA,NA,NA,NA
1986,Lesotho,59.95,594.06051,1499861,5112,1210,Africa
1986,Liberia,52.48,1120.22467,2201833,23860,1586,Africa
1986,Libya,NA,NA,NA,NA,NA,NA
1986,Lithuania,NA,NA,NA,NA,NA,NA
1986,Luxembourg,74.15,52413.05075,368666,46,45073,Europe
1986,Macao SAR China,74.65,17923.80074,295677,132,33316,Asia
1986,Madagascar,53.98,491.27588,10352120,73410,1649,Africa
1986,Malawi,49.81,364.3035,7625305,92040,805,Africa
1986,Malaysia,70.84,3708.19502,16045047,10010,8397,Asia
1986,Maldives,NA,NA,NA,NA,NA,NA
1986,Mali,48.24,470.1509,7955164,101900,1201,Africa
1986,Malta,74.28,9592.80063,352336,69,12918,Europe
1986,Marshall Islands,64.86,2600.35042,40204,112,2478,Oceania
1986,Mauritania,59.27,1064.72662,1819954,9546,2807,Africa
1986,Mauritius,68.03,2931.8434,1023279,612,5809,Africa
1986,Mexico,69.84,7182.41533,78934125,135400,12018,Americas
1986,Micronesia (Federated States of),62.72,2320.58279,87948,196,2663,Oceania
1986,Moldova,NA,NA,NA,NA,NA,NA
1986,Mongolia,61.45,1774.66025,1976309,9291,3359,Asia
1986,Montenegro,NA,NA,NA,NA,NA,NA
1986,Morocco,65.17,1568.68403,23023935,75590,3760,Africa
1986,Mozambique,47,131.64638,13034385,148100,317,Africa
1986,Myanmar (Burma),57.67,232.65018,37957332,149100,935,Asia
1986,Namibia,61.17,3833.09994,1193592,3736,6079,Africa
1986,Nepal,55.45,327.56076,17101136,111100,1085,Asia
1986,Netherlands,76.44,31739.39645,14595755,1776,28049,Europe
1986,New Zealand,74.22,25789.56174,3290304,743,24312,Oceania
1986,Nicaragua,66.84,1455.02358,3796917,11800,3908,Americas
1986,Niger,44.8,404.01805,7116744,121400,987,Africa
1986,Nigeria,55.46,1324.11519,85818502,780300,2911,Africa
1986,North Macedonia,NA,NA,NA,NA,NA,NA
1986,Norway,76.22,58682.8271,4169322,569,41027,Europe
1986,Oman,68.45,15148.19594,1561185,4003,34478,Asia
1986,Pakistan,61.98,667.49758,95264460,564900,2769,Asia
1986,Palestinian Territories,NA,NA,NA,NA,NA,NA
1986,Panama,74.67,4737.63143,2268574,2215,9354,Americas
1986,Papua New Guinea,55.61,1632.3537,3895852,12890,1696,Oceania
1986,Paraguay,73.58,2348.3288,3777763,7052,5610,Americas
1986,Peru,66.72,3533.28887,19996253,60920,6964,Americas
1986,Philippines,65.79,1389.97724,55804072,134500,3598,Asia
1986,Poland,NA,NA,NA,NA,NA,NA
1986,Portugal,73.49,13124.17865,9983221,2526,16079,Europe
1986,Puerto Rico,74.62,15826.46642,3400020,1120,21522,Americas
1986,Qatar,NA,NA,NA,NA,NA,NA
1986,Romania,NA,NA,NA,NA,NA,NA
1986,Russia,NA,NA,NA,NA,NA,NA
1986,Rwanda,52.45,398.9278,6407672,49000,999,Africa
1986,Samoa,68.4,2411.07211,160592,176,3818,Oceania
1986,São Tomé & Príncipe,NA,NA,NA,NA,NA,NA
1986,Saudi Arabia,72.13,17509.05883,13869012,34680,41561,Asia
1986,Senegal,55.92,878.60929,6686159,46860,1842,Africa
1986,Serbia,NA,NA,NA,NA,NA,NA
1986,Seychelles,69.54,6099.42159,70004,34,11486,Africa
1986,Sierra Leone,49.17,442.00708,3912438,43270,1251,Africa
1986,Singapore,73.68,16569.05306,2763589,498,25829,Asia
1986,Slovakia,NA,NA,NA,NA,NA,NA
1986,Slovenia,NA,NA,NA,NA,NA,NA
1986,Solomon Islands,NA,NA,NA,NA,NA,NA
1986,South Africa,62.26,5951.19904,34490419,72940,10026,Africa
1986,South Korea,70.24,5952.54901,41269319,7092,7713,Asia
1986,Spain,76.6,18752.24053,38958074,5481,19594,Europe
1986,Sri Lanka,70.79,1106.88148,16412711,10240,3402,Asia
1986,St. Lucia,70.66,4916.12879,128619,84,7412,Americas
1986,St. Vincent & Grenadines,70.48,2959.67817,105198,91,4527,Americas
1986,Sudan,56.65,724.88876,17757169,96370,1860,Africa
1986,Suriname,68.86,6458.00011,376867,615,10765,Americas
1986,Sweden,77.04,34989.33778,8384989,768,29166,Europe
1986,Switzerland,77.08,58542.71181,6494086,696,43913,Europe
1986,Tajikistan,64.07,1376.99087,4687283,23130,4084,Asia
1986,Tanzania,NA,NA,NA,NA,NA,NA
1986,Thailand,69.37,1726.80161,52996467,53150,4538,Asia
1986,Timor-Leste,NA,NA,NA,NA,NA,NA
1986,Togo,56.86,551.60267,3364020,22440,1440,Africa
1986,Tonga,67.14,2587.93861,94145,77,3700,Oceania
1986,Trinidad & Tobago,69.08,7311.85068,1184051,1092,13429,Americas
1986,Tunisia,70.22,2082.13092,7509756,15300,5099,Africa
1986,Turkey,68.63,5936.07721,50128489,138400,10173,Asia
1986,Turkmenistan,NA,NA,NA,NA,NA,NA
1986,Uganda,49.68,272.74973,15154521,136200,708,Africa
1986,Ukraine,NA,NA,NA,NA,NA,NA
1986,United Arab Emirates,72.51,63832.13125,1472218,848,97091,Asia
1986,United Kingdom,74.75,25185.8304,56574280,8719,23806,Europe
1986,United States,74.82,33133.69544,243098935,46670,33899,Americas
1986,Uruguay,71.87,6349.60397,3031038,1419,9169,Americas
1986,Uzbekistan,NA,NA,NA,NA,NA,NA
1986,Vanuatu,61.52,2611.26965,133038,209,2565,Oceania
1986,Venezuela,72.35,12256.15994,17968552,18680,14011,Americas
1986,Vietnam,66.92,383.80122,62459560,110700,1354,Asia
1986,Yemen,NA,NA,NA,NA,NA,NA
1986,Zambia,55.62,1088.30907,7170656,57360,2514,Africa
1986,Zimbabwe,63.5,1178.55863,8976205,28530,2410,Africa
1987,Afghanistan,NA,NA,NA,NA,NA,NA
1987,Albania,73.18,2120.42284,3121336,3887,4488,Europe
1987,Algeria,69.43,3691.64756,23917897,46760,10500,Africa
1987,Andorra,NA,NA,NA,NA,NA,NA
1987,Angola,50,2174.26655,11218268,113600,4478,Africa
1987,Antigua & Barbuda,73.12,8945.48375,67845,34,13421,Americas
1987,Argentina,71.77,7053.98564,31326473,20230,12474,Americas
1987,Armenia,NA,NA,NA,NA,NA,NA
1987,Aruba,NA,NA,NA,NA,NA,NA
1987,Australia,76.22,33132.29627,16254935,2775,26949,Oceania
1987,Austria,74.64,30677.54399,7639352,988,28320,Europe
1987,Azerbaijan,NA,NA,NA,NA,NA,NA
1987,Bahamas,69.59,29085.10964,243393,167,24818,Americas
1987,Bahrain,70.01,17663.46571,448973,328,28540,Asia
1987,Bangladesh,56.74,387.75587,98343809,588400,1208,Asia
1987,Barbados,73.29,13676.9881,257611,93,13117,Americas
1987,Belarus,NA,NA,NA,NA,NA,NA
1987,Belgium,75.16,29914.31547,9942289,1313,27729,Europe
1987,Belize,71.55,2242.87624,174320,314,4083,Americas
1987,Benin,54.78,611.02814,4535263,38450,1531,Africa
1987,Bhutan,57.87,677.5412,500437,3008,1943,Asia
1987,Bolivia,59.63,1288.90472,6464732,31710,3521,Americas
1987,Bosnia & Herzegovina,NA,NA,NA,NA,NA,NA
1987,Botswana,64.66,2917.43605,1264314,2486,6420,Africa
1987,Brazil,67.69,8446.10435,141273488,265100,11281,Americas
1987,Brunei,72.99,39933.75513,237622,88,89416,Asia
1987,Bulgaria,71.55,4148.59381,8960472,2505,10607,Europe
1987,Burkina Faso,50.32,343.97045,8140073,76680,857,Africa
1987,Burundi,47.88,324.37964,4987736,41760,1067,Africa
1987,Cambodia,NA,NA,NA,NA,NA,NA
1987,Cameroon,58.4,1739.59313,10696274,67570,3628,Africa
1987,Canada,76.83,35689.03422,26569766,3426,30415,Americas
1987,Cape Verde,66.47,878.49895,324893,969,1581,Africa
1987,Central African Republic,49.65,492.72179,2755244,19740,931,Africa
1987,Chad,51.21,490.77932,5408087,56870,1057,Africa
1987,Chile,73.45,5128.9592,12594145,6148,7686,Americas
1987,China,66.64,635.4946,1111341725,1503000,1662,Asia
1987,Colombia,70.58,4013.52856,32324325,34320,6965,Americas
1987,Comoros,57.38,911.21719,376654,2249,1691,Africa
1987,Congo - Brazzaville,54.82,2791.56319,2249146,7604,5326,Africa
1987,Congo - Kinshasa,54.23,831.62437,31529823,275200,1529,Africa
1987,Costa Rica,76.26,4671.18887,2872211,1529,7399,Americas
1987,Côte d’Ivoire,56.13,1565.43783,11019651,69630,3165,Africa
1987,Croatia,NA,NA,NA,NA,NA,NA
1987,Cuba,74.63,4297.29531,10269567,3228,14301,Americas
1987,Cyprus,74.14,17589.45345,723380,167,19349,Asia
1987,Czechia,NA,NA,NA,NA,NA,NA
1987,Denmark,74.97,43763.90411,5117277,532,32790,Europe
1987,Djibouti,NA,NA,NA,NA,NA,NA
1987,Dominica,72.77,3922.08506,72370,21,5777,Americas
1987,Dominican Republic,69.96,2825.89029,6764624,14010,5159,Americas
1987,Ecuador,69.02,3607.54707,9504129,19320,7126,Americas
1987,Egypt,62.26,1444.59226,53066229,194400,5672,Africa
1987,El Salvador,66.06,2081.48279,5053714,11170,4529,Americas
1987,Equatorial Guinea,49.05,557.80708,390173,3105,1108,Africa
1987,Eritrea,NA,NA,NA,NA,NA,NA
1987,Estonia,NA,NA,NA,NA,NA,NA
1987,Eswatini,61.07,2098.52708,766707,2724,5718,Africa
1987,Ethiopia,46.99,222.7096,43493283,430900,700,Africa
1987,Fiji,65.64,2574.44362,721725,706,5331,Oceania
1987,Finland,74.68,30441.13158,4946373,432,26354,Europe
1987,France,76.43,29452.1407,56024508,7990,27009,Europe
1987,Gabon,60.16,9369.58487,876863,3069,16501,Africa
1987,Gambia,60.87,512.80816,804125,6867,1371,Africa
1987,Georgia,69.83,4274.68354,5327228,4924,9657,Asia
1987,Germany,74.72,29096.91018,78054086,8511,30808,Europe
1987,Ghana,58.28,779.15521,13481406,75780,1813,Africa
1987,Greece,76.45,18257.80403,10068281,1837,19219,Europe
1987,Grenada,70.32,4159.92186,99380,88,6142,Americas
1987,Guatemala,63.65,2067.39871,8639108,30820,5024,Americas
1987,Guinea,50.74,565.7151,5381483,59920,1081,Africa
1987,Guinea-Bissau,48.11,559.8058,943617,10800,1568,Africa
1987,Guyana,64.49,1636.5567,757506,1406,3134,Americas
1987,Haiti,NA,NA,NA,NA,NA,NA
1987,Honduras,66.31,1541.79714,4541804,11680,3208,Americas
1987,Hong Kong SAR China,77.33,16190.08563,5516357,724,23920,Asia
1987,Hungary,NA,NA,NA,NA,NA,NA
1987,Iceland,NA,NA,NA,NA,NA,NA
1987,India,57.7,465.98273,816792741,3672000,1507,Asia
1987,Indonesia,62.4,1480.00616,171728917,468700,3838,Asia
1987,Iran,68.15,3989.24536,51197482,141600,9951,Asia
1987,Iraq,60.66,2861.66912,16290149,35210,13353,Asia
1987,Ireland,74.38,19493.07929,3571760,613,18109,Europe
1987,Israel,74.88,20301.47854,4216179,1235,19313,Asia
1987,Italy,76.24,28128.57514,57089451,6393,27641,Europe
1987,Jamaica,73.36,3743.93266,2379279,2167,6394,Americas
1987,Japan,78.31,32801.20619,123083205,9775,25746,Asia
1987,Jordan,70.38,3238.76826,3127917,4440,8274,Asia
1987,Kazakhstan,NA,NA,NA,NA,NA,NA
1987,Kenya,62.4,889.61559,21119318,89880,2279,Africa
1987,Kiribati,57.85,1740.79451,67261,253,1897,Oceania
1987,Kuwait,NA,NA,NA,NA,NA,NA
1987,Kyrgyzstan,66.32,944.06439,4158607,9800,3493,Asia
1987,Laos,51.43,421.95265,3905163,27940,1610,Asia
1987,Latvia,NA,NA,NA,NA,NA,NA
1987,Lebanon,NA,NA,NA,NA,NA,NA
1987,Lesotho,60.08,588.35376,1525460,4974,1190,Africa
